projectIdentifier,programArea,programFy,disasterNumber,propertyPartOfProject,propertyAction,structureType,typeOfResidency,foundationType,county,city,state,stateNumberCode,region,zip,damageCategory,actualAmountPaid,numberOfProperties,id
PDMC-PJ-06-TX-2006-002,PDM,2006,,1,Acquisition/Demolition,Single Family,,,Montgomery,CONROE,Texas,48,6,77301,50 - 99%,,2,6299e6dd-e628-45d2-9881-b240d2a4b1f1
PDMC-PJ-06-TX-2006-002,PDM,2006,,1,Acquisition/Demolition,Single Family,,,Montgomery,CONROE,Texas,48,6,77304,50 - 99%,,1,0113fcf3-985d-46e5-b66c-ec004a617df0
PDMC-PJ-06-TX-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,,,Travis,AUSTIN,Texas,48,6,78734,0 - 49%,,5,7f6c0b49-fba6-4fd0-a80c-c553a84ec94b
PDMC-PJ-06-TX-2006-005,PDM,2006,,1,Other (Specify in Comments),Single Family,,,Jefferson,BEAUMONT,Texas,48,6,77706,0 - 49%,,1,8a893416-86b1-4951-ac29-c9f88fa14259
PDMC-PJ-06-TX-2006-001,PDM,2006,,1,Safe Room/Wind Shelter,Vacant Land,,,Frio,PEARSALL,Texas,48,6,78061,N/A,,1,c3f3cb51-d1ff-42a8-a4c0-63f6df121a30
PDMC-PJ-08-UT-2006-001,PDM,2006,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Salt Lake,SALT LAKE CITY,Utah,49,8,84109,N/A,,1,9f55c90e-94e2-4cf1-924d-3e4fc5b392d3
PDMC-PJ-08-UT-2006-004,PDM,2006,,1,Seismic Retrofit,Non-residential - Public,,Slab on Grade,Salt Lake,SALT LAKE CITY,Utah,49,8,84111,50 - 99%,,1,2f20c6da-525f-4fe0-a4c4-7fa69d8513cd
PDMC-PJ-08-UT-2006-003,PDM,2006,,1,Seismic Retrofit,Other (Specify in Comments),Not Applicable,Other (Specify in Comments),Salt Lake,BLUFFDALE,Utah,49,8,84065,50 - 99%,,1,799d8136-10c3-4815-83ce-79241cd7f6e5
PDMC-PJ-08-UT-2006-002,PDM,2006,,1,Seismic Retrofit,Other (Specify in Comments),Other,Basement,Weber,OGDEN,Utah,49,8,84403,0 - 49%,,1,445cd048-75f6-4c7a-bdf8-102fca0ab7da
PDMC-PJ-01-VT-2006-003,PDM,2006,,1,Floodproofed,Non-residential - Public,,Slab on Grade,Addison,LINCOLN,Vermont,50,1,05443,0 - 49%,,1,fdce52a3-6636-4a96-946b-3ede9fd28470
PDMC-PJ-01-VT-2006-002,PDM,2006,,1,Other (Specify in Comments),Vacant Land,,,Washington,PLAINFIELD,Vermont,50,1,05667,0 - 49%,,1,4a81e13a-7189-4395-ab58-843f003a23dd
PDMC-PJ-03-VA-2006-001,PDM,2006,,1,Acquisition/Demolition,Other (Specify in Comments),Other,Slab on Grade,Poquoson (city),POQUOSON,Virginia,51,3,23662,0 - 49%,,1,2249a6a9-113d-429d-bd80-99aac94bec24
PDMC-PJ-10-WA-2006-005,PDM,2006,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Basement,Skagit,ANACORTES,Washington,53,10,98221,0 - 49%,,1,063c083f-babc-4711-978e-a08f4e643edc
PDMC-PJ-10-WA-2006-004,PDM,2006,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,King,SEATTLE,Washington,53,10,98195,N/A,,1,718604af-22ac-4ccf-9148-7f168275997d
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition of Vacant Land,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Ohio,WHEELING,West Virginia,54,3,26003,0 - 49%,,1,4fe630f9-97bd-4f18-93ff-12a24c6d6e31
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition of Vacant Land,Vacant Land,Not Applicable,Vacant Land,McDowell,COALWOOD,West Virginia,54,3,24824,N/A,,1,9a124759-72eb-467b-8cad-2cc91d2691ff
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,2-4 Family,Owner Occupied-Principal Residence,Basement,McDowell,WELCH,West Virginia,54,3,24842,0 - 49%,,1,15bd2850-96e2-41c3-9929-9030555e76cc
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Manufactured Home,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",McDowell,HAVACO,West Virginia,54,3,24842,100%,,1,e77c02be-f856-40d6-aa50-101205f0f667
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Manufactured Home,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",McDowell,IAEGER,West Virginia,54,3,24844,100%,,1,55ef1e5f-5da6-4da6-83f9-517e91357c64
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Manufactured Home,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",McDowell,WELCH,West Virginia,54,3,24801,0 - 49%,,1,1681ab48-ac99-4f37-94f0-f95f96a7e5cc
PDMC-PJ-03-WV-2006-005,PDM,2006,,1,Acquisition/Demolition,Non-residential - Private,Not Applicable,,Logan,MT GAY,West Virginia,54,3,25637,0 - 49%,,1,c741f28b-1981-4fb0-af5f-10d7b234c3e8
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Other (Specify in Comments),Owner Occupied-Principal Residence,Other (Specify in Comments),Wyoming,MULLENS,West Virginia,54,3,25882,100%,,1,299bbbbf-0ecb-46e1-b23b-61d426d655b4
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Other,Crawl Space,Mingo,DELBARTON,West Virginia,54,3,25670,50 - 99%,,1,880d5989-e34f-4c6b-a49a-05ea483d7a47
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,Marion,FAIRMONT,West Virginia,54,3,26554,0 - 49%,,2,f2e9f6cc-c5ef-4fad-8313-cdafc14d3885
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,McDowell,COALWOOD,West Virginia,54,3,24801,0 - 49%,,1,6105e845-1df4-4f50-adfe-270a94f47879
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,McDowell,COALWOOD,West Virginia,54,3,24801,50 - 99%,,1,b71cdb5a-3240-4be2-aa8b-69021eaba663
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,McDowell,DAVY,West Virginia,54,3,24828,0 - 49%,,1,b8afb318-4179-420f-a47f-8af7e45de1e6
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,McDowell,KEYSTONE,West Virginia,54,3,24852,50 - 99%,,1,36ba0070-bd93-413e-987a-3b61c6eafe9a
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,McDowell,NORTHFORK,West Virginia,54,3,24868,100%,,1,0f317177-0672-46f5-a1dd-a6ced6ce2816
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,McDowell,WELCH,West Virginia,54,3,24801,0 - 49%,,1,665c5fa5-4cc1-44cf-b899-0d7d9d5fb366
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,Mercer,BLUEFIELD,West Virginia,54,3,24701,0 - 49%,,2,da72226b-5b44-4954-8f76-0263909cc442
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,Mercer,PRINCETON,West Virginia,54,3,24740,0 - 49%,,1,4ef2c36f-78dd-4987-bea7-7d610bea4562
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,Ohio,WHEELING,West Virginia,54,3,26003,0 - 49%,,1,eb47ac83-dd1e-43ab-9b53-b58f9cc15155
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,Wetzel,PINE GROVE,West Virginia,54,3,26155,100%,,1,7ca1f5c3-a38f-4477-8804-638d4999e50b
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,Wyoming,MULLENS,West Virginia,54,3,25882,0 - 49%,,1,e7ff2296-2d58-46d2-b2d2-0316cf2eb0fe
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Calhoun,CHLOE,West Virginia,54,3,25235,0 - 49%,,1,09137580-20ac-4f70-adca-ac2f7e6c9f88
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Greenbrier,CHARMCO,West Virginia,54,3,25958,0 - 49%,,1,07606cf9-5156-4134-a5c5-aea5f4c4d918
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,McDowell,KEYSTONE,West Virginia,54,3,24868,0 - 49%,,2,c0bc0750-d11b-4f9a-a04f-8fe8cc403573
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,McDowell,NORTHFORK,West Virginia,54,3,24868,0 - 49%,,1,dc3b08ca-0413-4ccd-be69-28b61478e0a2
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,McDowell,WELCH,West Virginia,54,3,24801,0 - 49%,,1,d10afe07-8147-4789-a1bb-5330938a1bcc
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Morgan,BERKELEY SPRINGS,West Virginia,54,3,25411,0 - 49%,,1,03d95a04-3937-4f77-897f-5902b3306b64
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Ohio,WHEELING,West Virginia,54,3,26003,0 - 49%,,1,d693a783-efc9-46cb-a13a-86afa3616173
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Wood,PARKERSBURG,West Virginia,54,3,26104,0 - 49%,,1,e8ca65d9-3096-4f24-a3f2-e3ab3de01fab
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Wyoming,ECKMAN,West Virginia,54,3,24829,100%,,1,c54e2ebf-c9a6-47f1-981c-22205948fd59
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Greenbrier,CHARMCO,West Virginia,54,3,25958,0 - 49%,,1,05ecab58-cf03-41d1-9bbd-fcb4d59eea67
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Lincoln,GRIFFITHSVILLE,West Virginia,54,3,25521,0 - 49%,,1,fe0d6cfd-eed8-4b7f-b9ef-99f62786cd3a
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",McDowell,NORTHFORK,West Virginia,54,3,24853,50 - 99%,,1,3ebf79d3-d135-4f81-b7e4-5f2f527a1513
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",McDowell,NORTHFORK,West Virginia,54,3,24868,50 - 99%,,1,23584e50-7961-4100-baee-051065e0c388
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),Brooke,WELLSBURG,West Virginia,54,3,26070,100%,,1,9fe967f7-11c7-4b0f-9ff9-b1f8eeec4776
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),Marion,FAIRMONT,West Virginia,54,3,26554,0 - 49%,,2,ea2dd4be-6664-43b0-a921-80cb24fa0be7
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),McDowell,COALWOOD,West Virginia,54,3,24801,100%,,1,20eb0cff-af3a-4253-a691-9edfdede1ee6
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),McDowell,COALWOOD,West Virginia,54,3,24824,100%,,1,a8a77d7d-70e6-4d87-86f1-444e27e08094
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),McDowell,KEYSTONE,West Virginia,54,3,24852,0 - 49%,,3,047b6b37-0271-442e-b3ca-ad1c67e9c4c9
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),McDowell,KEYSTONE,West Virginia,54,3,24852,100%,,1,7e738732-4e47-4330-9507-277c2de0ace8
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),McDowell,NORTHFORK,West Virginia,54,3,24868,100%,,1,60a42e02-d0ce-42b8-adfa-53ff21802c74
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),McDowell,UPLAND,West Virginia,54,3,24877,50 - 99%,,1,2b847531-cb08-44fd-b9af-6c8a947d77a2
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),McDowell,WELCH,West Virginia,54,3,24801,0 - 49%,,1,792ba666-9d57-402e-85c9-6c1c0c5028f2
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),Ohio,WHEELING,West Virginia,54,3,26003,0 - 49%,,2,35e1aa7c-6e61-4876-9c49-9c1e2c1abf35
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),Wood,PARKERSBURG,West Virginia,54,3,26101,0 - 49%,,1,528413ee-f0c5-4f80-b0af-2cffb7851afe
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),Wood,PARKERSBURG,West Virginia,54,3,26104,0 - 49%,,1,9f09028e-2eeb-4c09-a86c-2be6e3e79776
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),Wyoming,MULLENS,West Virginia,54,3,25882,0 - 49%,,1,f66ba917-44d2-4429-8d0e-22ffd1b509db
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Ohio,WHEELING,West Virginia,54,3,26003,50 - 99%,,2,dc9925e4-a3fb-4536-b2d1-48eeae43b478
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Wood,PARKERSBURG,West Virginia,54,3,26104,0 - 49%,,2,3d6d2776-9f0c-42db-8232-3f97c13b2a3e
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,,,McDowell,WELCH,West Virginia,54,3,24801,0 - 49%,,1,e3a3e283-fe0d-4438-885d-1d797632d40e
PDMC-PJ-03-WV-2006-003,PDM,2006,,1,Acquisition/Demolition,Single Family,,,Wetzel,PINE GROVE,West Virginia,54,3,26419,0 - 49%,,1,abb9b292-be49-42d6-a8e7-944fa3f5771b
PDMC-PJ-03-WV-2006-004,PDM,2006,,1,Floodproofed,Non-residential - Public,Not Applicable,Basement,Kanawha,CHARLESTON,West Virginia,54,3,25312,0 - 49%,,1,877e6753-e03e-4e20-ac91-a47ec2c2ae08
PDMC-PJ-05-WI-2006-003,PDM,2006,,1,Acquisition/Demolition,Other (Specify in Comments),Owner Occupied-Principal Residence,Crawl Space,Lafayette,DARLINGTON,Wisconsin,55,5,53530,N/A,,1,8895e4f9-eb8b-4e06-bdd7-86b1f64e1c6c
PDMC-PJ-05-WI-2006-005,PDM,2006,,1,Safe Room/Wind Shelter,Other (Specify in Comments),Not Applicable,Vacant Land,Dane,STOUGHTON,Wisconsin,55,5,53589,N/A,,1,33f1fdca-10dd-48f6-b7d0-ce2a62289960
PDMC-PJ-04-AL-2007-001,PDM,2007,,1,Acquisition of Vacant Land,Vacant Land,Not Applicable,Vacant Land,Jefferson,BIRMINGHAM,Alabama,1,4,35211,N/A,,4,fb7fb0df-9614-49cb-a4d5-84466b583793
PDMC-PJ-04-AL-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Jefferson,BIMRINGHAM,Alabama,1,4,35211,N/A,,1,313f9060-cf50-4588-8a5a-0bbfd862dc63
PDMC-PJ-04-AL-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Jefferson,BIRMINGHAM,Alabama,1,4,35211,N/A,,12,5eaf7776-afe7-49f0-a2d9-d04b907e5bd1
PDMC-PJ-04-AL-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Jefferson,BIRMINGHAM,Alabama,1,4,65211,N/A,,1,10ac152f-9fe0-425e-800a-6997f5868d45
PDMC-PJ-04-AL-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Jefferson,BIRMINGHAM,Alabama,1,4,35211,N/A,,1,d544a777-a846-4741-a587-90b869cb1d32
PDMC-PJ-04-AL-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Crawl Space,Jefferson,BIRMINGHAM,Alabama,1,4,35211,N/A,,1,fb79f782-80b9-4a6f-a98c-193d89b62cd3
PDMC-PJ-04-AL-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Slab on Grade,Jefferson,BIRMINGHAM,Alabama,1,4,35211,N/A,,1,1a517893-01c6-4b0d-b922-b1dcfdc2ff05
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,Owner Occupied-Principal Residence,Crawl Space,Shelby,WILSONVILLE,Alabama,1,4,35186,0 - 49%,,1,ce346575-d210-4d9d-9384-13982e30a727
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,,,Shelby,BIRMINGHAM,Alabama,1,4,35242,0 - 49%,,1,c349e076-4141-4430-805e-586ebab97410
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,,,Shelby,COLUMBIANA,Alabama,1,4,35051,0 - 49%,,1,445b73af-6892-49de-b924-d8108efc1c7e
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,,,Shelby,MONTEVALLO,Alabama,1,4,35115,0 - 49%,,2,666213a0-cd2d-4e48-9b78-2dabb3beff5b
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,,,Shelby,SHELBY,Alabama,1,4,35143,0 - 49%,,1,5f5ec6c1-fc16-4a10-a455-24d2e33d689c
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,,,Shelby,VANDIVER,Alabama,1,4,35176,0 - 49%,,1,eda58a6c-9458-42cf-8753-ec2721a44249
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,,,Shelby,VINCENT,Alabama,1,4,35178,0 - 49%,,1,f38d74fd-d09b-467d-8222-2362ec5a18b3
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Manufactured Home,,,Shelby,WILSONVILLE,Alabama,1,4,35186,0 - 49%,,1,1fe11807-221f-4324-8cdd-94c8efb901af
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Single Family,,,Shelby,CALERA,Alabama,1,4,35040,0 - 49%,,2,b600a328-f4ac-47e7-996a-55dd2fa214bd
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Single Family,,,Shelby,COLUMBIANA,Alabama,1,4,35051,0 - 49%,,3,0be56958-1e2e-4f7e-bebd-0b9deadf5cb4
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Single Family,,,Shelby,MONTEVALLO,Alabama,1,4,35115,0 - 49%,,2,b3ba273b-322c-41e3-b9dc-0458a5cd98f8
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Single Family,,,Shelby,SHELBY,Alabama,1,4,35143,0 - 49%,,1,36ee38af-b4b6-4515-91f3-900ba05bd3e1
PDMC-PJ-04-AL-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Single Family,,,Shelby,WILSONVILLE,Alabama,1,4,35186,0 - 49%,,1,584c9c0e-08e2-4bf1-9fa3-056f589bad5d
PDMC-PJ-09-AZ-2007-003,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Pinal,DUDLEYVILLE,Arizona,4,9,85292,50 - 99%,,1,4b9bb41a-cb59-425b-a5ca-460d0ceb9067
PDMC-PJ-09-AZ-2007-003,PDM,2007,,1,Acquisition/Demolition,Single Family,,Slab on Grade,Pinal,DUDLEYVILLE,Arizona,4,9,85292,50 - 99%,,1,3c6ab3f1-b991-46b4-bf29-3e2e70d82fec
PDMC-PJ-09-AZ-2007-002,PDM,2007,,1,Other (Specify in Comments),Non-residential - Private,,,Navajo,SNOWFLAKE,Arizona,4,9,85937,0 - 49%,,1,bb65f69d-696b-4a9e-b159-6a6f5b811cf4
PDMC-PJ-09-AZ-2007-002,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),,,Navajo,SNOWFLAKE,Arizona,4,9,85937,0 - 49%,,1,737f75e6-9209-42ff-a486-23451acce1b8
PDMC-PJ-09-AZ-2007-005,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),,,Santa Cruz,RIO RICO,Arizona,4,9,85648,N/A,,1,c3eb6846-0c94-4754-9223-7f7597819193
PDMC-PJ-06-AR-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,,,Arkansas,GREENWOOD,Arkansas,5,6,72936,N/A,,1,ea31ead5-cafa-4f70-aa5f-b7ad76de42f4
PDMC-PJ-06-AR-2007-003,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,,,Arkansas,GREENWOOD,Arkansas,5,6,72936,N/A,,1,b56c7ebc-7576-42f5-bf8a-ee7c85d1e970
PDMC-PJ-06-AR-2007-004,PDM,2007,,1,Safe Room/Wind Shelter,Other (Specify in Comments),,,Logan,MAGAZINE,Arkansas,5,6,72943,N/A,,1,34faaba1-29b1-42cb-92b0-8b6f08f6fb23
PDMC-PJ-06-AR-2007-001,PDM,2007,,1,Safe Room/Wind Shelter,Other (Specify in Comments),,,Sebastian,FORT SMITH,Arkansas,5,6,72901,N/A,,1,18ece619-a0b2-4bcc-b5fb-a06d7efa59b4
PDMC-PJ-09-CA-2007-013,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Slab on Grade,Ventura,VENTURA,California,6,9,93001,N/A,,1,b23314f2-ef27-4d9d-b7b2-060ec3621830
PDMC-PJ-09-CA-2007-033,PDM,2007,,1,Elevation,Single Family,Owner Occupied-Principal Residence,Basement,Marin,SAN ANSELMO,California,6,9,94960,0 - 49%,,1,a7ffa28b-2d81-42da-9cbb-9e31e171f155
PDMC-PJ-09-CA-2007-033,PDM,2007,,1,Elevation,Single Family,Owner Occupied-Principal Residence,Crawl Space,Marin,SAN ANSELMO,California,6,9,94960,0 - 49%,,5,ad769724-4bb2-4a90-8ebc-e6a88d3134a4
PDMC-PJ-09-CA-2007-033,PDM,2007,,1,Elevation,Single Family,,Basement,Marin,SAN ANSELMO,California,6,9,94960,0 - 49%,,1,6fa92844-43a1-4913-8a5e-9e7b8676d692
PDMC-PJ-09-CA-2007-033,PDM,2007,,1,Elevation,Single Family,,Crawl Space,Marin,SAN ANSELMO,California,6,9,94960,0 - 49%,,3,de7e997e-eb0a-4392-abfd-e872e0229390
PDMC-PJ-09-CA-2007-011,PDM,2007,,1,Floodproofed,2-4 Family,,,San Diego,ENCINITAS,California,6,9,92024,0 - 49%,,9,6c25b26a-879b-4ac6-80aa-0d577c32bd50
PDMC-PJ-09-CA-2007-007,PDM,2007,,1,Floodproofed,Manufactured Home,,,Solano,VALLEJO,California,6,9,94590,0 - 49%,,2,9fd862cc-657c-4a92-8376-89c0b4b23eb8
PDMC-PJ-09-CA-2007-007,PDM,2007,,1,Floodproofed,Non-residential - Private,,,Solano,VALLEJO,California,6,9,94590,0 - 49%,,38,88a961a3-a153-4b4d-aa53-a63787fe2a01
PDMC-PJ-09-CA-2007-033,PDM,2007,,1,Floodproofed,Single Family,Owner Occupied-Principal Residence,Crawl Space,Marin,SAN ANSELMO,California,6,9,94960,0 - 49%,,5,b0a29566-96f5-4690-aca2-d1b7e350073d
PDMC-PJ-09-CA-2007-011,PDM,2007,,1,Floodproofed,Single Family,,,San Diego,ENCINITAS,California,6,9,92024,0 - 49%,,36,14684a99-3825-481b-9364-abd4d814ebef
PDMC-PJ-09-CA-2007-021,PDM,2007,,1,Floodproofed,Single Family,,,San Diego,ENCINITAS,California,6,9,92024,0 - 49%,,7,4fe99861-9b24-451a-bfca-ea6fc2b6c275
PDMC-PJ-09-CA-2007-037,PDM,2007,,1,Other (Specify in Comments),Multi-Family Dwelling - 5 or More Units,,,San Diego,LAKESIDE,California,6,9,92040,N/A,,1,5e1ed266-7017-48f6-9e3b-b8cb4b0bfe1f
PDMC-PJ-09-CA-2007-037,PDM,2007,,1,Other (Specify in Comments),Non-residential - Private,,,San Diego,LAKESIDE,California,6,9,92040,N/A,,14,04332574-1a7e-44cc-b0c9-c68dfcbb3025
PDMC-PJ-09-CA-2007-037,PDM,2007,,1,Other (Specify in Comments),Non-residential - Private,,,San Diego,SAN DIEGO,California,6,9,92040,N/A,,1,47715b44-e3b8-4bbc-b563-d07ddd35ac91
PDMC-PJ-09-CA-2007-015,PDM,2007,,1,Other (Specify in Comments),Non-residential - Public,Other,,Alameda,OAKLAND,California,6,9,94604,50 - 99%,,1,30e0c31e-151a-4535-bf61-c0cc251d8b04
PDMC-PJ-09-CA-2007-044,PDM,2007,,1,Other (Specify in Comments),Non-residential - Public,,,Los Angeles,LOS ANGELES,California,6,9,90025,N/A,,1,bbd62364-dc3a-447f-90df-24949c1dcc7f
