state,county,damageCategory,structureType,typeOfResidency,foundationType,actualAmountPaid,numberOfProperties,propertyAction,propertyPartOfProject,programFy,date_approved_proxy,totalMitigationCost
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8280.0,1,Wind Retrofit,1.0,2000,2000-09-30,8280.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,12004.0,1,Wind Retrofit,1.0,2000,2000-09-30,12004.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,13903.0,1,Wind Retrofit,1.0,2000,2000-09-30,13903.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,14705.0,1,Wind Retrofit,1.0,2000,2000-09-30,14705.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,16643.0,1,Wind Retrofit,1.0,2000,2000-09-30,16643.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,17218.0,1,Wind Retrofit,1.0,2000,2000-09-30,17218.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,17381.0,1,Wind Retrofit,1.0,2000,2000-09-30,17381.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,19727.0,1,Wind Retrofit,1.0,2000,2000-09-30,19727.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,19918.0,1,Wind Retrofit,1.0,2000,2000-09-30,19918.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,20596.0,1,Wind Retrofit,1.0,2000,2000-09-30,20596.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,29323.0,1,Wind Retrofit,1.0,2000,2000-09-30,29323.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,36826.0,3,Wind Retrofit,1.0,2000,2000-09-30,110478.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,41461.0,1,Wind Retrofit,1.0,2000,2000-09-30,41461.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,41975.0,1,Wind Retrofit,1.0,2000,2000-09-30,41975.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,45638.0,1,Wind Retrofit,1.0,2000,2000-09-30,45638.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,46161.0,1,Wind Retrofit,1.0,2000,2000-09-30,46161.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,48840.0,1,Wind Retrofit,1.0,2000,2000-09-30,48840.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,56528.0,1,Wind Retrofit,1.0,2000,2000-09-30,56528.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,99637.0,1,Wind Retrofit,1.0,2000,2000-09-30,99637.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,280990.0,1,Wind Retrofit,1.0,2000,2000-09-30,280990.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,12647.0,1,Wind Retrofit,1.0,2000,2000-09-30,12647.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,15315.0,1,Wind Retrofit,1.0,2000,2000-09-30,15315.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,31930.0,1,Wind Retrofit,1.0,2000,2000-09-30,31930.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,39004.0,1,Wind Retrofit,1.0,2000,2000-09-30,39004.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,53870.0,1,Wind Retrofit,1.0,2000,2000-09-30,53870.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,56087.0,1,Wind Retrofit,1.0,2000,2000-09-30,56087.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,61876.0,1,Wind Retrofit,1.0,2000,2000-09-30,61876.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,73401.0,1,Wind Retrofit,1.0,2000,2000-09-30,73401.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,172590.0,1,Wind Retrofit,1.0,2000,2000-09-30,172590.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,14180.0,1,Wind Retrofit,1.0,2000,2000-09-30,14180.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,31848.0,1,Wind Retrofit,1.0,2000,2000-09-30,31848.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,50494.0,1,Wind Retrofit,1.0,2000,2000-09-30,50494.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,19156.0,1,Wind Retrofit,1.0,2000,2000-09-30,19156.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,73049.0,1,Wind Retrofit,1.0,2000,2000-09-30,73049.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,46864.0,1,Wind Retrofit,1.0,2000,2000-09-30,46864.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,51145.0,1,Wind Retrofit,1.0,2000,2000-09-30,51145.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,56501.0,1,Wind Retrofit,1.0,2000,2000-09-30,56501.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,56980.0,1,Wind Retrofit,1.0,2000,2000-09-30,56980.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,34906.0,1,Wind Retrofit,1.0,2000,2000-09-30,34906.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,37575.0,1,Wind Retrofit,1.0,2000,2000-09-30,37575.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,40574.0,1,Wind Retrofit,1.0,2000,2000-09-30,40574.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,21042.0,1,Wind Retrofit,1.0,2000,2000-09-30,21042.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,22291.0,1,Wind Retrofit,1.0,2000,2000-09-30,22291.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,23703.0,1,Wind Retrofit,1.0,2000,2000-09-30,23703.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,34811.0,1,Wind Retrofit,1.0,2000,2000-09-30,34811.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,66050.0,1,Wind Retrofit,1.0,2000,2000-09-30,66050.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,15965.0,1,Wind Retrofit,1.0,2000,2000-09-30,15965.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,22667.0,1,Wind Retrofit,1.0,2000,2000-09-30,22667.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,34483.0,1,Wind Retrofit,1.0,2000,2000-09-30,34483.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,399115.0,1,Wind Retrofit,1.0,2000,2000-09-30,399115.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,36783.0,1,Wind Retrofit,1.0,2000,2000-09-30,36783.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,40742.0,1,Wind Retrofit,1.0,2000,2000-09-30,40742.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,45584.0,1,Wind Retrofit,1.0,2000,2000-09-30,45584.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,46705.0,1,Wind Retrofit,1.0,2000,2000-09-30,46705.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,50652.0,1,Wind Retrofit,1.0,2000,2000-09-30,50652.0
Florida,Manatee,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,39681.0,1,Wind Retrofit,1.0,2000,2000-09-30,39681.0
Florida,Marion,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,44262.0,2,Wind Retrofit,1.0,2000,2000-09-30,88524.0
Florida,Marion,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,50485.0,1,Wind Retrofit,1.0,2000,2000-09-30,50485.0
Florida,Marion,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,30071.0,1,Wind Retrofit,1.0,2000,2000-09-30,30071.0
Florida,Marion,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,30093.0,2,Wind Retrofit,1.0,2000,2000-09-30,60186.0
Florida,Marion,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,33803.0,1,Wind Retrofit,1.0,2000,2000-09-30,33803.0
Florida,Marion,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,345996.0,1,Wind Retrofit,1.0,2000,2000-09-30,345996.0
Florida,Marion,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,366334.0,1,Wind Retrofit,1.0,2000,2000-09-30,366334.0
Florida,Miami-Dade,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,164720.0,1,Wind Retrofit,1.0,2000,2000-09-30,164720.0
Florida,Miami-Dade,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,289817.0,1,Wind Retrofit,1.0,2000,2000-09-30,289817.0
Florida,Miami-Dade,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,356169.0,1,Wind Retrofit,1.0,2000,2000-09-30,356169.0
Florida,Miami-Dade,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,708538.0,1,Wind Retrofit,1.0,2000,2000-09-30,708538.0
Florida,Orange,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,457825.0,1,Wind Retrofit,1.0,2000,2000-09-30,457825.0
Florida,Osceola,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,10428.0,1,Wind Retrofit,1.0,2000,2000-09-30,10428.0
Florida,Osceola,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,10428.0,2,Wind Retrofit,1.0,2000,2000-09-30,20856.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,21435.0,1,Wind Retrofit,1.0,2000,2000-09-30,21435.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,21466.0,1,Wind Retrofit,1.0,2000,2000-09-30,21466.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,53338.0,1,Wind Retrofit,1.0,2000,2000-09-30,53338.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,19074.0,1,Wind Retrofit,1.0,2000,2000-09-30,19074.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32078.0,1,Wind Retrofit,1.0,2000,2000-09-30,32078.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,45040.0,1,Wind Retrofit,1.0,2000,2000-09-30,45040.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,3505.0,1,Wind Retrofit,1.0,2000,2000-09-30,3505.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,2560.0,1,Wind Retrofit,1.0,2000,2000-09-30,2560.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,18362.0,1,Wind Retrofit,1.0,2000,2000-09-30,18362.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,13685.0,1,Wind Retrofit,1.0,2000,2000-09-30,13685.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,16346.0,1,Wind Retrofit,1.0,2000,2000-09-30,16346.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,17630.0,1,Wind Retrofit,1.0,2000,2000-09-30,17630.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,21250.0,1,Wind Retrofit,1.0,2000,2000-09-30,21250.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,23400.0,1,Wind Retrofit,1.0,2000,2000-09-30,23400.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,28510.0,1,Wind Retrofit,1.0,2000,2000-09-30,28510.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,3110.0,1,Wind Retrofit,1.0,2000,2000-09-30,3110.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,20788.0,1,Wind Retrofit,1.0,2000,2000-09-30,20788.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,7514.0,1,Wind Retrofit,1.0,2000,2000-09-30,7514.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,1600.0,1,Wind Retrofit,1.0,2000,2000-09-30,1600.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,2712.0,1,Wind Retrofit,1.0,2000,2000-09-30,2712.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,8995.0,1,Wind Retrofit,1.0,2000,2000-09-30,8995.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,28339.0,1,Wind Retrofit,1.0,2000,2000-09-30,28339.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,35512.0,1,Wind Retrofit,1.0,2000,2000-09-30,35512.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,140269.0,1,Wind Retrofit,1.0,2000,2000-09-30,140269.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,1000.0,1,Wind Retrofit,1.0,2000,2000-09-30,1000.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,3875.0,1,Wind Retrofit,1.0,2000,2000-09-30,3875.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,20584.0,1,Wind Retrofit,1.0,2000,2000-09-30,20584.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32117.0,1,Wind Retrofit,1.0,2000,2000-09-30,32117.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32722.0,1,Wind Retrofit,1.0,2000,2000-09-30,32722.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32887.0,1,Wind Retrofit,1.0,2000,2000-09-30,32887.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32949.0,1,Wind Retrofit,1.0,2000,2000-09-30,32949.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,7852.0,1,Wind Retrofit,1.0,2000,2000-09-30,7852.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,45157.0,1,Wind Retrofit,1.0,2000,2000-09-30,45157.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,47326.0,1,Wind Retrofit,1.0,2000,2000-09-30,47326.0
Florida,Pasco,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,91970.0,1,Wind Retrofit,1.0,2000,2000-09-30,91970.0
Florida,Pinellas,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,409087.0,1,Wind Retrofit,1.0,2000,2000-09-30,409087.0
Florida,Pinellas,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,302657.0,1,Wind Retrofit,1.0,2000,2000-09-30,302657.0
Florida,Santa Rosa,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,139104.0,1,Wind Retrofit,1.0,2000,2000-09-30,139104.0
Florida,Santa Rosa,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,148449.0,1,Wind Retrofit,1.0,2000,2000-09-30,148449.0
Florida,Santa Rosa,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,223502.0,1,Wind Retrofit,1.0,2000,2000-09-30,223502.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,53606.0,1,Wind Retrofit,1.0,2000,2000-09-30,53606.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,54328.0,1,Wind Retrofit,1.0,2000,2000-09-30,54328.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,209946.0,1,Wind Retrofit,1.0,2000,2000-09-30,209946.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,204437.0,1,Wind Retrofit,1.0,2000,2000-09-30,204437.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,72604.0,1,Wind Retrofit,1.0,2000,2000-09-30,72604.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,73630.0,1,Wind Retrofit,1.0,2000,2000-09-30,73630.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,81834.0,1,Wind Retrofit,1.0,2000,2000-09-30,81834.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,91428.0,1,Wind Retrofit,1.0,2000,2000-09-30,91428.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,111515.0,1,Wind Retrofit,1.0,2000,2000-09-30,111515.0
Florida,Sarasota,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,4059628.0,1,Wind Retrofit,1.0,2000,2000-09-30,4059628.0
Florida,Seminole,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,26157.0,1,Wind Retrofit,1.0,2000,2000-09-30,26157.0
Florida,Seminole,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,27775.0,1,Wind Retrofit,1.0,2000,2000-09-30,27775.0
Florida,Seminole,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,49447.0,1,Wind Retrofit,1.0,2000,2000-09-30,49447.0
Florida,Seminole,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,67417.0,1,Wind Retrofit,1.0,2000,2000-09-30,67417.0
Florida,Seminole,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,116016.0,1,Wind Retrofit,1.0,2000,2000-09-30,116016.0
Florida,St. Johns,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,756587982.0,1,Wind Retrofit,1.0,2000,2000-09-30,756587982.0
Florida,St. Johns,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,73568.0,1,Wind Retrofit,1.0,2000,2000-09-30,73568.0
Florida,St. Johns,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,73658.0,1,Wind Retrofit,1.0,2000,2000-09-30,73658.0
Florida,Sumter,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,25340.0,1,Wind Retrofit,1.0,2000,2000-09-30,25340.0
Florida,Sumter,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,21280.0,1,Wind Retrofit,1.0,2000,2000-09-30,21280.0
Florida,Sumter,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,22160.0,1,Wind Retrofit,1.0,2000,2000-09-30,22160.0
Florida,Union,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,254004.0,1,Wind Retrofit,1.0,2000,2000-09-30,254004.0
Florida,Volusia,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,7570.0,1,Wind Retrofit,1.0,2000,2000-09-30,7570.0
Florida,Wakulla,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,62000.0,1,Wind Retrofit,1.0,2000,2000-09-30,62000.0
Florida,Bay,Unknown,Non-Residential - Public,Other (Specify In Comments),Slab On Grade,42592.0,1,Wind Retrofit,1.0,2000,2000-09-30,42592.0
Florida,Citrus,Unknown,Non-Residential - Public,Other (Specify In Comments),Slab On Grade,40045.0,1,Wind Retrofit,1.0,2000,2000-09-30,40045.0
Florida,Marion,Unknown,Non-Residential - Public,Other (Specify In Comments),Slab On Grade,10428.0,1,Wind Retrofit,1.0,2000,2000-09-30,10428.0
Florida,Leon,Unknown,Non-Residential - Public,Owner Occupied - Principal Residence,Slab On Grade,72616.0,1,Wind Retrofit,1.0,2000,2000-09-30,72616.0
Florida,Sarasota,Unknown,Other (Specify In Comments),Not Applicable,Other (Specify In Comments),88502.0,1,Wind Retrofit,1.0,2000,2000-09-30,88502.0
Florida,Hamilton,Unknown,Non-Residential - Public,Not Applicable,Other (Specify In Comments),20636.0,1,Unknown,1.0,2000,2000-09-30,20636.0
Florida,Escambia,50 - 99%,Non-Residential - Public,Not Applicable,Slab On Grade,61000.0,1,Unknown,1.0,2000,2000-09-30,61000.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,23028.0,1,Unknown,1.0,2000,2000-09-30,23028.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32058.0,1,Unknown,1.0,2000,2000-09-30,32058.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,24403.0,1,Unknown,1.0,2000,2000-09-30,24403.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32356.0,1,Unknown,1.0,2000,2000-09-30,32356.0
Florida,Leon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,32467.0,1,Unknown,1.0,2000,2000-09-30,32467.0
Florida,Santa Rosa,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,112000.0,1,Unknown,1.0,2000,2000-09-30,112000.0
Florida,Santa Rosa,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,122000.0,1,Unknown,1.0,2000,2000-09-30,122000.0
Florida,Santa Rosa,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,450890.0,1,Unknown,1.0,2000,2000-09-30,450890.0
Florida,Seminole,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,157944.0,1,Unknown,1.0,2000,2000-09-30,157944.0
Florida,Escambia,Unknown,Non-Residential - Public,Other (Specify In Comments),Other (Specify In Comments),41500.0,1,Unknown,1.0,2000,2000-09-30,41500.0
Florida,Seminole,Unknown,Non-Residential - Public,Other (Specify In Comments),Slab On Grade,144354.0,1,Unknown,1.0,2000,2000-09-30,144354.0
Georgia,Bacon,Unknown,Non-Residential - Public,Not Applicable,Slab On Grade,29291.0,1,Wind Retrofit,1.0,2000,2000-09-30,29291.0
Maine,York,Unknown,Single Family,Owner Occupied - Principal Residence,Basement,133000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,133000.0
Georgia,Chatham,Unknown,Single Family,Not Applicable,Slab On Grade,112330.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,112330.0
Georgia,Richmond,50 - 99%,Single Family,Other (Specify In Comments),Crawl Space,4387.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,4387.0
Georgia,Richmond,50 - 99%,Single Family,Other (Specify In Comments),Crawl Space,5457.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,5457.0
